TIC ID,Period (days),Predicted Mass (M_Earth),Stellar Teff (K),Stellar Radius (R_Sun),Stellar Mass (M_Sun),Stellar log(g) (cm/s2),Stellar Distance (pc),TESS mag
330218897.00 ,3.420007335,8.53,5463,1.031620026,0.955,4.39104,188.762,10.828
459730973.00 ,3.915684805,317,6228,1.838230014,1.2,3.98845,466.433,11.07
354619337.00 ,2.148787199,317,7893,2.015660048,1.887,4.105,182.273,8.08821
466390120.00 ,1.54872452,317,5887.35,1.410210013,1.07,4.16889,523.337,12.0671
248853232.00 ,3.868149218,101.85,4746,0.877591014,0.76,4.4323,49.9605,8.8628
272366748.00 ,3.85558969,126.98,5741,1.052680016,1.03,4.40631,1257.16,14.8018
269243313.00 ,9.734829499,13.25,6115.71,1.210450053,1.153,4.33401,182.264,9.95806
48253329.00 ,2.8140207,317,7456,1.96,1.71,4.09,774.122,11.7134
369062542.00 ,5.0493049,317,5821,1.76,1.05,3.97,614.225,12.9192
351077390.00 ,1.1951761,18.34,5313,0.83,0.915,4.56,264.73,12.2148
363029616.00 ,1.3502386,63.34,5015,2.29,,,418.945,11.3492
224418572.00 ,2.8465928,58.97,5308,1.94,0.913,3.82,487.216,11.8512
308504559.00 ,3.7846792,102.04,6360,1.55,1.265,4.16,324.532,10.9653
287934343.00 ,5.1357505,123.34,6301,1.28,1.24,4.32,675.49,12.776
213875310.00 ,2.6721807,122.45,5549,1.06,0.98,4.38,509.036,13.1692
281118572.00 ,3.5242025,102.88,4485,0.78,0.704,4.5,178.827,12.231
346859243.00 ,6.4226101,119.3,4977,0.98,0.822,4.37,407.252,13.0949
354727907.00 ,8.4498763,92.72,3330,0.41,0.400431,4.82,145.911,14.5478
395143000.00 ,2.9665122,115.68,7564,1.46,1.75,4.35,614.974,12.4152
222485202.00 ,3.5982966,112.03,4458,0.75,0.699,4.54,218.118,12.8557
355732304.00 ,2.5411063,317,6657,1.78,1.4,4.08,730.258,12.3367
68345291.00 ,4.006489,317,6600,1.49,1.38,4.23,1176.96,13.4506
350882505.00 ,4.2025514,78.92,5678,1.8,1.01,3.93,500.44,12.1201
23937608.00 ,2.8091879,29.33,5821,1.03,1.05,4.44,460.272,12.5432
24113219.00 ,4.197866,108.41,5581,1.21,0.99,4.27,680.835,13.3247
230292034.00 ,6.0671557,33.62,5737,1.36,1.02,4.18,465.656,11.9963
209935997.00 ,1.9081122,317,8944,3.3,2.26,3.75,1465.57,11.4599
75784122.00 ,10.5353472,317,6044,1.4,1.12,4.19,784.865,12.8895
95574586.00 ,2.5641981,33.3,6014,1.23,,,351.781,11.8895
808243.00 ,1.5101054,317,5964,1.74,1.09,4,1095.42,13.4236
71459120.00 ,3.9964264,113,5771,1.14,1.034,4.34,273.452,11.2543
151728428.00 ,3.9997367,125.23,3827,0.64,0.618234,4.62,64.193,10.9951
277329402.00 ,4.5049415,91.87,5697,0.99,1.01,4.45,433.416,12.8137
387844266.00 ,3.9956793,113.03,4348,0.67,0.68,4.62,255.965,13.4781
278623780.00 ,3.7219898,110.4,5806,0.98,1.044,4.47,293.498,11.9781
346154016.00 ,4.449914,317,4910,1.2,0.804,4.19,385.952,12.647
41422753.00 ,2.4710528,100.13,6114,0.97,1.152,4.52,438.754,12.3924
3680800.00 ,0.5498864,18.09,5808,1.35,1.044,4.2,298.032,11.0263
336072306.00 ,3.415047,89.49,5449,1.12,0.95,4.31,667.063,13.4236
256046749.00 ,7.1476512,84.24,5287,0.94,0.908,4.45,318.912,12.3224
114947483.00 ,3.3787501,33.18,3769,0.63,0.610297,4.63,165.237,13.1338
462372373.00 ,5.2498931,111.92,5988,1.27,1.102,4.27,442.817,12.0019
11034516.00 ,14.3033451,317,5862,1.05,1.06,4.42,432.745,12.5375
20988926.00 ,5.3194765,317,6987,2.66,1.53,3.77,1276.28,12.0997
345205395.00 ,2.8492565,125.07,4829,0.87,0.783,4.46,276.469,12.7354
184531966.00 ,10.4453589,96.07,5961,1.19,1.09,4.32,659.756,12.9564
383216635.00 ,6.6314176,72.99,6044,1.75,1.12,4,482.143,11.3471
341297143.00 ,3.8421028,116.48,6247,1.32,1.21,4.28,356.406,11.1838
380517859.00 ,1.109435,75.59,3613,0.49,0.488511,4.75,254.311,14.9156
236158940.00 ,2.677573,127.53,6875.8,2.41,1.49,3.85,756.82,11.3283
210169818.00 ,3.3879742,317,6236,1.95,1.21,3.94,1368.83,13.2483
305375697.00 ,,82.63,6336.8,1.48,1.254,4.2,344.862,10.7974
373816781.00 ,1.343636,317,6339,1.1,1.25,4.45,581.579,12.7966
138671052.00 ,2.2425137,30.24,6032,1.14,1.119,4.37,466.611,12.3295
353146308.00 ,0.4131063,101.55,3621,0.5,0.499385,4.74,175.022,14.0135
376454594.00 ,2.5784481,76.36,5512,1.12,0.97,4.33,406.631,12.3072
283165117.00 ,5.216581,52.43,5248,0.96,0.9,4.42,454.912,13.1099
106114491.00 ,9.7216312,42.06,6702,1.7,1.422,4.13,387.926,10.6372
282890159.00 ,6.9100016,317,8722,2.47,2.19,3.99,970.989,12.0836
247172524.00 ,3.4363074,317,5213,0.85,0.89,4.53,350.804,12.8056
258037656.00 ,4.0331416,67.35,3355,0.48,0.477221,4.76,167.333,14.3602
184521624.00 ,3.1162505,317,6244,1.42,1.21,4.22,943.441,13.3573
360142739.00 ,2.2377411,317,6148,2.46,1.17,3.72,1101.02,12.5366
232941965.00 ,7.1487697,130.11,5706,2.35,1.017,3.7,416.104,10.6338
283759999.00 ,0.5223032,131.26,6285,1.72,1.23,4.06,882.718,12.5701
13574009.00 ,5.8311038,317,6390,2.29,1.28,3.83,440.704,10.5002
233788275.00 ,4.7264391,128.99,6132,2.37,1.16,3.75,1036.16,12.5816
15682927.00 ,0.9655766,92.31,7542,1.92,1.74,4.11,832.543,12.3886
277987172.00 ,6.3989216,79.72,6243,1.59,1.21,4.12,726.81,12.4276
273780062.00 ,15.2501659,70.31,5796,1.44,1.04,4.14,629.405,12.6212
383214426.00 ,2.4013188,105.56,4224,0.72,0.661,4.54,200.902,12.9722
279179610.00 ,5.9029732,89.59,7142,1.18,1.59,4.49,665.349,13.1251
202941251.00 ,4.1784844,317,6283,2.4,1.228,3.77,688.501,11.3909
375199523.00 ,1.9447712,120.83,5369,2.32,0.93,3.68,593.047,11.6866
321790238.00 ,,79.6,5887,1.15,1.07,4.35,320.641,11.4879
398038296.00 ,3.0076713,109.37,5704,1.22,1.02,4.27,682.724,13.1645
243464977.00 ,3.6491012,85.8,5628,1.4,0.997,4.14,486.566,12.0995
14956304.00 ,0.9965843,37.83,3662,0.58,0.570613,4.67,284.245,14.6656
305612552.00 ,6.9349089,90.92,5364,0.94,0.929,4.46,409.12,12.7968
467211520.00 ,9.7884653,73.08,5369,1.92,0.93,3.84,715.744,12.5037
126171392.00 ,0.7835688,95.71,5932,1.28,1.08,4.26,675.895,12.935
224635135.00 ,2.4667486,317,5960,2.22,1.09,3.78,1406.96,13.3192
294173437.00 ,5.555905,97.15,5867,1.95,1.06,3.88,853.753,12.5454
65737977.00 ,4.8292589,121.67,7035,1.67,1.55,4.18,760.606,12.2866
60542708.00 ,2.4707357,94.6,5869,1.53,1.06,4.1,682.522,12.5937
408317165.00 ,5.6567374,120.9,5975.7,1.57,1.1,4.09,1036.7,13.4171
341299943.00 ,3.0233509,88.75,4881,0.84,0.797,4.5,296.925,12.8127
276376289.00 ,1084.227913,317,5809,1.12,1.044,4.35,283.463,11.2922
387318486.00 ,0.6583175,52.6,5766,1.08,1.03,4.38,456.741,12.4411
452483795.00 ,2.4515393,92.69,7143,1.32,1.59,4.4,841.296,13.0008
354489554.00 ,4.7729363,111.51,6269,1.96,1.22,3.94,987.706,12.6132
273774284.00 ,17.2182695,56.12,6330,1.29,1.25,4.31,932.309,13.4177
239361732.00 ,4.009823,99.98,6304.5,1.35,1.24,4.27,786.279,12.8343
16538820.00 ,6.9038328,130.8,5612,2.31,0.99,3.71,802.137,12.1486
289313987.00 ,10.1522322,317,6509,1.92,1.34,4,694.7,11.7685
187416256.00 ,4.3887257,59.68,5561,1.13,0.98,4.32,369.604,12.0389
329709756.00 ,12.5482879,111.18,3923,0.59,0.576314,4.66,273.689,14.3196
305506996.00 ,2.3682389,82.33,3504,0.49,0.483724,4.75,199.724,14.5249
239529652.00 ,4.0387941,66.28,6345,1.31,1.26,4.31,654.081,12.7031
305790119.00 ,2.0353259,93.74,5771,1.05,1.03,4.41,537.542,12.8978
165948070.00 ,4.3686174,115.2,5393,2.13,0.94,3.76,704.54,12.2869
467006627.00 ,15.4159906,77.99,6120,1.56,1.15,4.12,453.294,11.499
286545058.00 ,5.0114216,317,6152,2.22,1.17,3.82,1329.58,13.0598
364192929.00 ,5.2079858,317,5204.1,1.79,0.88,3.88,914.716,13.3113
60491424.00 ,4.0252588,118.73,6059,1.4,1.13,4.2,742.549,12.7861
289125016.00 ,6.2043746,317,6122,2.49,1.16,3.71,707.092,11.429
345193111.00 ,6.1606297,97.23,6352,1.14,1.26,4.42,496.639,12.2493
372831381.00 ,3.8116176,42.97,5430,0.89,0.946,4.52,275.103,12.0025
163164300.00 ,3.7306955,107.46,6503,1.56,1.33,4.17,700.098,12.143
387318409.00 ,3.246565,105.5,6277,1.32,1.23,4.29,722.174,12.7
92217989.00 ,4.6079976,317,6662,1.79,1.41,4.08,1011.55,12.9153
88266880.00 ,3.7984372,97.23,6289,1.94,1.231,3.95,486.583,11.0235
24833662.00 ,4.2447791,67.88,5763,1.24,1.03,4.26,501.965,12.4083
405122173.00 ,3.1003012,317,6323,1.67,1.25,4.09,1067.12,13.0812
322593401.00 ,5.5901313,57.89,4743,0.75,0.761,4.57,326.203,13.4538
407958640.00 ,2.5505105,317,6190,1.59,1.19,4.11,940.966,12.9724
276704866.00 ,3.0200448,113.78,5585,1.23,0.986,4.25,468.664,12.6045
396378209.00 ,0.3781425,60.81,5080,0.96,0.85,4.4,406.197,13.0338
158552665.00 ,21.0685273,120.89,5403,1.06,0.94,4.36,609.717,13.3872
452508760.00 ,2.260431,14.74,4452,0.74,0.698,4.54,114.035,11.3519
27230283.00 ,6.13049,105.17,6078,2.08,1.14,3.86,1316.27,13.1765
296898634.00 ,2.8534013,89.57,3662,0.52,0.5153,4.72,196.44,14.1736
303456821.00 ,11.0771916,9.16,4738,0.69,0.76,4.64,161.365,11.9693
166190643.00 ,1.6540803,317,6453,2.51,1.31,3.76,799.123,11.7528
63659057.00 ,15.7866044,88.14,6237.4,1.33,1.21,4.27,782.391,13.0251
88101924.00 ,5.9404096,96.79,5933,0.97,1.08,4.5,593.58,13.2223
159104028.00 ,3.3825012,60,6117,1.38,1.15,4.22,849.105,13.0581
366846982.00 ,5.754879,105.69,6742,2.95,1.44,3.66,1186.44,12.1724
331691841.00 ,6.9341584,5.27,5451,0.87,0.95,4.54,57.6245,8.5898
419878932.00 ,7.9058861,103.26,6294,2.1,1.234,3.88,333.474,10.1223
64282927.00 ,1.8826011,2.45,4996,0.78,0.83,4.57,53.6142,9.0331
258738667.00 ,6.440207,25.49,,,,,187.377,10.447
154762431.00 ,3.1728284,10.8,6689,1.59,1.417,4.19,160.708,8.80558
287643871.00 ,28.1315937,317,5513,2.18,0.968,3.75,219.386,9.53851
27863043.00 ,7.4702557,23.51,5242,2.12,,,219.343,9.77894
297153209.00 ,10.7004914,104.77,6906,2.44,1.504,3.84,339.255,9.41809
434116397.00 ,0.590238673,3.47,3844,0.590924025,0.58062,4.6589,42.8747,10.3224
236785891.00 ,0.9292334,79.57,3207,0.485926002,0.483975,4.74975,303.767,15.762
407653728.00 ,3.2520192,106.16,6756.31,1.28,1.44,4.38298,783.179,13.0091
436764867.00 ,2.306212529,4.93,5816,0.963995993,1.046,4.48945,108.991,9.5236
199671901.00 ,4.457144371,317,6074,2.09465003,1.136,3.85122,464.469,10.9726
188876052.00 ,3.076329037,131.08,6401.79,1.431100011,1.285,4.23563,211.553,9.7758
262689575.00 ,1.617485246,2.3,3900.68,0.701709986,0.6,4.5239,26.2533,9.0392
239541449.00 ,1.926118317,21.12,5383.13,0.678983986,0.934,4.7447,127.29,10.9417
436478932.00 ,4.322622942,317,5924,1.347569942,1.08,4.21239,258.426,10.9644
200606159.00 ,3.9816471,317,5771,1.14,1.03,4.33924,494.908,12.6108
405788729.00 ,4.225474765,38.91,5729,1.755159974,1.023,3.95931,408.59,11.7066
404610583.00 ,3.538103874,99.14,6084,1.042440057,1.14,4.45887,202.773,10.5332
369532319.00 ,,11.63,5758,0.993435979,1.03,4.45663,145.066,10.1233
431810418.00 ,,9.31,5940,1.057229996,1.085,4.42516,122.831,9.50492
431810418.00 ,9.2255167,6.83,5940,1.06,1.085,4.42516,122.831,9.50492
91051152.00 ,7.919260453,91.66,4302,0.758607984,0.672,4.5054,115.936,11.5549
431701493.00 ,3.092759545,107.28,4713.98,0.750340998,0.754,4.56492,140.998,11.5189
160432093.00 ,3.991401205,317,6528.05,1.751649976,1.345,4.0799,427.467,10.9852
420814525.00 ,3.524740459,317,6052,1.186550021,1.13,4.34258,48.3016,7.1274
154353849.00 ,3.1643744,37.59,6238,1.23,1.21,4.33794,552.989,12.4884
354173595.00 ,1.726721692,2.02,3487,0.371684015,0.359205,4.85306,25.6553,10.8221
376847633.00 ,373.0381637,54.02,6508,1.543519974,1.335,4.18652,349.787,10.6338
348054109.00 ,0.437802368,2.72,3256,0.365716994,0.352341,4.85874,,12.0575
12938488.00 ,0.431712366,54.53,3180,0.589139998,0.579137,4.66041,236.385,14.6343
266023807.00 ,0.739481789,2.27,5632,0.977078974,0.998,4.45734,110.828,9.64057
137151335.00 ,4.726647239,2.71,5655,0.92248702,1,4.50815,95.9115,9.4087
164652245.00 ,79.58399947,4.57,5391,0.791369975,0.94,4.61444,63.9207,9.0638
120045750.00 ,7.014245815,6.34,3721,0.539524972,0.535736,4.703,70.6891,11.8086
299087490.00 ,38.47876131,106.05,5439.49,0.810042977,0.95,4.59877,442.871,13.2147
356871098.00 ,1.027187886,2.47,3406,0.399821997,0.391279,4.82682,66.0022,12.7949
120692092.00 ,3.413078089,26.06,5410,0.865984976,0.94,4.53617,658.924,14.0672
272782368.00 ,2.415766519,2.98,4837,0.774574995,0.785,4.55481,106.05,10.6894
158657354.00 ,38.58358886,38.18,6373.72,1.742310047,1.27,4.05962,639.239,11.7942
284900292.00 ,48.71308429,6.76,3943,0.621797979,0.60552,4.6329,122.896,12.3932
377780790.00 ,0.837499677,4.69,5706,1.089740038,1.017,4.37,185.506,10.4767
154437244.00 ,6.866965658,12.22,6173,1.079550028,1.178,4.44273,272.599,11.0644
29385858.00 ,700.9622566,5.57,5626,1.000180006,0.991,5.47131,102.798,9.43301
230064711.00 ,7.089316217,3.29,5983,1.241770029,1.1,4.29138,105.85,8.77912
159054620.00 ,8.027682093,97.86,5368,1.127719998,0.93,4.30215,1351.17,15.0277
27534138.00 ,28.54105573,41.02,6197.21,1.64162004,1.19,4.08307,455.982,11.2877
63283780.00 ,7.972664371,13.85,4564.61,0.637494981,0.72,4.68645,232.75,13.0702
352011875.00 ,6.246881328,317,4643.39,6.378719807,,4.438,1294.69,11.7971
293880523.00 ,109.0502946,107.64,8953,1.925060034,2.26,4.22329,547.169,10.2403
39516274.00 ,5.655017955,3.15,4674,0.704768002,0.74,4.61121,46.521,9.2576
370907864.00 ,9.338025203,9.79,4066,0.723480999,0.64,4.52539,95.6465,11.5118
120317234.00 ,6.883647057,9.98,6133.77,1.233029962,1.16,4.32058,228.439,10.4081
259233660.00 ,0.448958912,1.03,3419,0.377508998,0.365888,4.84756,75.7664,13.1638
139104940.00 ,3.00390101,317,6052,1.506330013,1.13,4.1353,1745.77,14.5855
102734241.00 ,10.90483925,3.02,3272,0.242120996,0.212382,4.99712,32.0266,12.6396
121731834.00 ,5.859939222,8.87,6149,1.509199977,1.167,4.14765,303.728,10.593
48353358.00 ,9.8786838,5.1,3759.27,0.460619003,0.57,4.86726,66.4074,12.1042
123357864.00 ,16.14558982,12.45,4816,0.732994974,0.78,4.59996,107.796,10.8515
123309556.00 ,2.508081549,7.36,4715,0.739515007,0.755,4.57812,191.904,12.1773
279922257.00 ,949.7905952,8.59,3500,0.424371004,0.418697,4.80448,48.3609,11.8288
286201103.00 ,0.857372698,0.71,3098,0.235047996,0.204861,5.00721,23.1008,12.2936
128558444.00 ,1.5500607,91.88,8552.3,2.04,2.29,4.18,597.281,10.4403
199949052.00 ,0.586806,34.21,5842,1.48,1.18,4.17,274.738,10.4963
414019147.00 ,2.3179699,122.66,5770,1.33,,4.438,374.145,12.598
432280671.00 ,16.21176286,41.98,6119,1.183429956,1.155,4.35436,226.572,10.5418
53728859.00 ,3.257389802,103.14,5698.38,1.046129942,1.01,4.40322,401.319,12.3396
57984377.00 ,2.519914557,317,6116,1.56419003,1.153,4.11132,393.072,11.1355
288246496.00 ,4.304829014,125.05,6001,1.512840033,1.107,4.12263,431.052,11.5639
327369524.00 ,4.0236805,317,5807,1.57,1.044,4.06406,364.715,11.3864
291751373.00 ,2.507917655,317,6207.39,1.72724998,1.19,4.03891,735.601,12.355
67881560.00 ,2.332252424,4.28,4983.53,0.708944976,0.82,4.65066,88.1971,10.3337
125520907.00 ,14.54652449,100.78,5559.5,1.979410052,0.98,3.84,260.342,10.0651
334597566.00 ,9.1099373,120.8,6511,1.48,,4.438,507.236,12.0471
291685334.00 ,2.031988345,317,6161,1.565230012,1.17,4.1171,705.981,12.489
455947620.00 ,1.92810923,117.86,3264,0.369847,0.357093,4.8548,86.9388,13.7057
455947620.00 ,1.545449243,,3264,0.369847,0.357093,4.8548,86.9388,13.7057
341444900.00 ,9.0329611,37.96,7527,5.64,,,475.345,8.629
56231866.00 ,2.7238937,95.78,4758,5.53,,,365.845,9.3185
439942982.00 ,1.0222806,59.84,8448,2.46,2.1,3.98,486.144,9.645701
396234347.00 ,1.2757761,2.2,4540.4,0.79,0.72,4.5,42.0564,8.9553
368678195.00 ,2.840646204,317,4389,1.029029965,0.686,4.24954,416.463,13.8504
250707118.00 ,5.723858193,93.26,6086,1.23052001,1.141,4.31517,313.576,11.2791
419523962.00 ,5.801382914,317,5852,2.550420046,1.057,3.64892,603.119,11.6593
245392284.00 ,1.74428305,317,8039,1.600800037,1.95,4.31943,655.013,11.9004
292152376.00 ,2.14999072,317,6340,1.263039947,1.255,4.33387,289.205,10.7696
285466025.00 ,7.372390625,20.97,6083,2.552409887,1.139,3.68069,153.525,7.98475
67711670.00 ,18.04014944,86.14,6345,1.444569945,1.258,4.21827,309.804,10.6492
388076422.00 ,2.57617956,105.7,3628,0.497904986,0.495981,4.73924,117.992,13.2297
323194443.00 ,3.907418809,52.84,5780,,,4.438,,13.859
129756316.00 ,6.5234682,317,6409,2.04,1.288,3.93,300.063,9.74061
352924930.00 ,4.0158199,23.63,6950,2.64,1.52,3.78,480.772,10.3755
194736418.00 ,5.8267724,19.35,6305,1.62,1.239,4.11,179.147,9.3229
272050287.00 ,8.503614,74.91,6255,2.31,1.472,3.88,425.467,10.244
250839071.00 ,3.4925674,317,6558.7,1.8,,,,9.8781
192415680.00 ,1094.062167,17.61,5359,0.85,0.93,4.55,72.4731,9.2063
374919956.00 ,7.7966237,317,9434,3.78,2.4,3.66,897.633,10.0201
453064665.00 ,2.645212085,109.21,5596,1.24059999,0.99,4.24644,348.815,11.8889
356916207.00 ,2.253864194,5.47,5957,1.102609992,1.091,4.39105,161.482,9.97967
467649533.00 ,7.48263249,95.55,6128,2.291199923,1.16,3.7824,398.105,10.5547
66296167.00 ,3.413701979,111.13,5845,1.015920043,1.05,4.44554,653.446,13.7471
115451738.00 ,2.079115851,128.28,5583,0.969699979,0.99,4.46043,690.466,14.1279
280024247.00 ,5.492824574,26.31,6235,1.706470013,1.206,4.05522,280.271,10.3971
353459965.00 ,10.86149107,66.82,5663.55,0.895094991,1.006,4.53693,192.516,11.0878
339207264.00 ,5.482359603,317,6243,1.85995996,1.21,3.98185,462.414,11.2873
353960022.00 ,3.920091923,317,6574.32,1.472380042,1.37,4.23875,915.507,13.4593
9443323.00 ,4.013570049,317,5679,1.530120015,1.01,4.07294,515.59,12.1957
66091052.00 ,2.211828114,76.2,7690,2.128129959,1.805,4.03855,359.465,9.89943
392681545.00 ,7.490327062,6.95,6111.67,1.612110019,1.15,4.08398,79.407,7.4961
392681545.00 ,12.57599476,8.26,6111.67,1.612110019,1.15,4.08398,79.407,7.4961
355640518.00 ,0.849719431,317,3493,0.679269016,0.455,4.432,229.367,14.4907
102808276.00 ,3.142049459,106.72,4996,0.877201974,0.83,4.47095,515.161,14.6332
104734832.00 ,10.32743799,56.33,6402.35,2.408469915,1.285,3.78349,305.581,9.51295
144006874.00 ,2.3673676,3.83,4403,0.71,0.69,4.58,47.6869,9.5951
321578632.00 ,6.3667329,5.52,5413.7,0.85,0.942,4.55,118.685,10.2596
428867906.00 ,3.3906311,52.58,7373.8,3.54,1.678,3.56,384.79,9.86105
239823606.00 ,7.1309123,2.94,5639,0.97,1,4.46,79.384,8.895701
122629761.00 ,8.2125432,8.11,5936,1,1.084,4.47,115.362,9.47632
67031480.00 ,2.1142179,317,10207,5.54,,,1476.12,10.4246
428767018.00 ,15.3058859,119.57,6803.6,1.75,1.464,4.12,347.587,10.409
172033454.00 ,8.2065998,19.29,6061,1.38,1.13,4.21,162.125,9.4526
219697927.00 ,1.8267596,4.39,6335,1.65,1.253,4.1,157.64,8.85042
198458010.00 ,87.2129046,8.7,6236,1.22,1.207,4.35,173.577,9.76711
400093502.00 ,10.6684085,8.04,6718,1.37,1.429,4.32,200.447,9.67596
259099556.00 ,1.629092568,14.81,5658,1.503700018,1.005,4.08591,122.51,8.92071
29106627.00 ,9.512891599,8.6,4998,0.76731199,0.828,4.58615,140.442,11.1878
440624788.00 ,5.366445675,83.87,5358,1.075729966,0.93,4.34315,478.189,12.9311
147797743.00 ,3.69155899,317,5720,1.087829947,1.02,4.37355,209.229,10.7447
271424111.00 ,3.268706348,317,6007.22,1.405369997,1.11,4.18781,1523,14.3999
99896567.00 ,12.13245064,3.09,5865,1.015930057,1.06,4.44965,34.5797,6.8456
424388628.00 ,832.9236254,3.67,4193,0.72506398,0.66,4.53686,39.889,9.4287
308301091.00 ,720.5742399,25.18,6665.4,1.373180032,1.407,4.31,221.682,9.82897
196066560.00 ,2.211110421,9.26,3761,0.656735003,0.63215,4.60411,124.484,12.3475
119973835.00 ,9.670461438,4.61,5212,0.863560021,0.89,4.51487,68.6994,9.1641
119973835.00 ,25.08811535,7.95,5212,0.863560021,0.89,4.51487,68.6994,9.1641
272670038.00 ,104.2892798,44.7,6501,1.431589961,1.33,4.25028,306.839,10.5083
116048097.00 ,8.055571627,11.37,5680,1.062209964,1.01,4.38997,188.183,10.5912
271431851.00 ,7.886421825,103.82,5597,1.560510039,0.99,4.04717,1506.58,14.4952
199712572.00 ,3.594125347,2.84,5694,1.386950016,0.975,4.95801,103.741,8.793181
299089652.00 ,,30.85,5576.31,0.940603018,0.984,4.48425,298.532,11.9363
294283951.00 ,4.372406283,81.1,8096,1.677770019,1.97,4.28307,819.949,11.7056
160223936.00 ,,2.58,5106,0.750715971,0.86,4.62161,47.3174,8.7475
18318288.00 ,1.38885844,0.86,3300,0.256455988,0.227881,4.97775,31.4566,12.4106
48448369.00 ,,22.32,5819.72,1.054640055,1.05,4.41305,334.797,11.8216
122375047.00 ,9.286673261,7.77,5511,0.911822975,0.967,4.50367,218.562,11.3992
350814622.00 ,3.213563587,16.17,5772,1.595209956,1.03,4.04527,487.916,11.7266
268159158.00 ,4.708035279,91.81,5490,1.14715004,0.96,4.3011,1065.37,14.5892
336255880.00 ,5.185550663,6.55,3921,0.603803992,0.591182,4.648,94.6679,11.9323
339591840.00 ,,23.15,3476,0.408955991,0.401554,4.81846,76.6119,12.9805
97165413.00 ,1.2710408,47.58,6004,1.5,1.11,4.13,219.78,10.0452
35883621.00 ,3.0519843,100.85,6251.1,2.33,1.214,3.79,310.559,9.65609
157081737.00 ,2.1613171,4.13,5260,0.8,0.9,4.59,99.172,10.0956
262781201.00 ,1.3154291,7.06,6613.8,1.42,1.384,4.28,181.94,9.34567
293743169.00 ,1.1256838,74.72,7433,1.85,,,452.889,10.4284
269341832.00 ,2.7297541,5.13,5599.3,1.08,0.99,4.37,82.2325,8.7699
118914286.00 ,5.2887576,3.96,4610,0.75,0.73,4.55,52.5883,9.4499
170434745.00 ,1.228015568,10.39,5223,0.852492988,0.89,4.53,235.778,11.9433
19342878.00 ,1.332825183,317,5595.4,1.067020059,1.023,4.4,211.73,10.8042
55849732.00 ,5.370302157,94.12,5878,0.986176014,1.06,4.47546,733.926,13.5803
92590258.00 ,3.242242408,124.56,7069,1.303089976,1.56,4.40124,295.408,10.6664
265010875.00 ,6.409555471,317,6316,3.180480003,1.24,3.53,614.477,10.4146
182405015.00 ,3.112240183,317,6176.8,1.120740056,1.6,4.5,266.809,10.8235
258234731.00 ,6.424094404,317,5618,1.040060043,0.99,4.39959,294.59,11.646
152245179.00 ,3.789901771,317,7810,2.642060041,2.39,4.08,1311.48,11.8338
255780160.00 ,3.878334144,105.63,5748,1.342530012,1.03,4.19506,1013.74,13.7453
384984325.00 ,8.5386633,15.55,5416.1,0.95,1.032,4.49,151.738,10.3622
7439480.00 ,1.2541235,56.71,3642,0.54,0.537459,4.7,122.281,13.0739
189322727.00 ,5.8340292,99.8,5698,1.06,1.015,4.4,302.326,11.6894
258741560.00 ,1.8859353,41.95,6556.9,1.57,1.36,4.18,471.571,11.2223
116631353.00 ,4.9218915,317,6178,2.7,1.18,3.65,1174.24,12.307
419840740.00 ,8.9539287,57.73,5943,1.17,1.09,4.34,486.122,12.4185
120115768.00 ,3.5529033,317,6389,1.41,1.28,4.24,1056.92,13.3897
364408162.00 ,3.1256662,317,4940.2,,,,,11.785
436508469.00 ,9.866312,92.27,6209,1.64,1.19,4.08,483.576,11.5989
125367522.00 ,4.6474314,317,6455,3.44,1.31,3.48,1242.07,11.8495
322498101.00 ,4.2070367,317,6437,1.59,1.3,4.15,920.216,13.2225
435851868.00 ,2.1350899,107.92,4894,0.8,0.8,4.53,240.498,12.3983
165682741.00 ,4.2916798,114.96,6725,1.37,1.432,4.32,441.015,11.5823
352442207.00 ,4.6107024,317,6391,2.18,1.28,3.87,765.772,11.6925
91101364.00 ,4.0833335,317,6298.6,1.58,1.24,4.14,1040.95,13.1618
269488987.00 ,2.8474853,108.14,5149,0.84,0.87,4.53,271.974,12.3101
404516402.00 ,2.3107907,98.11,4767,0.86,0.767,4.46,291.92,12.8119
129004637.00 ,7.1603723,317,5767,1.54,1.03,4.07,565.492,12.2601
313975346.00 ,6.9191027,85.56,5922,1.72,1.08,4,713.987,13.0551
100769500.00 ,4.5016419,76.76,5713.2,1.89,1.02,3.89,726.371,12.2652
115739057.00 ,5.0310168,317,5656.1,1.32,1,4.2,762.451,13.261
210083929.00 ,2.3927114,317,5967,1.17,1.094,4.34,220.882,10.5581
357872559.00 ,2.5530138,126.5,6286,1.81,1.23,4.01,692.772,12.5948
188800346.00 ,18.8155978,317,5641,1.14,1,4.32,643.588,13.4411
129107501.00 ,3.6534344,317,6364,1.32,1.27,4.3,402.816,11.5102
199721945.00 ,4.679209,317,6600,1.67,1.38,4.13,1004.18,12.8813
100909102.00 ,3.1106751,119.25,5660.5,1.22,1.01,4.27,399.63,12.0052
468692991.00 ,3.9779111,102.47,5494,0.89,0.963,4.52,375.401,12.8196
44295981.00 ,0.520403,317,3112,0.4,0.390401,4.83,128.661,14.5158
352892371.00 ,9.7824078,23.64,5749,0.98,1.028,4.47,362.283,12.2562
468765355.00 ,10.3299557,317,6486,1.97,1.32,3.97,1305.91,13.1008
456783397.00 ,3.4742682,110.86,6121,1.34,1.16,4.25,925.873,13.2907
